pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
KOI-142 b,KOI-142,1,3,Transit,2013,Kepler,0,10.91647,0.00014,-0.00014,0.0,0.098,,,0.0,3.438,0.075,-0.075,0.0,0.307,0.007,-0.007,0.0,9.5,1.1,-1.1,0.0,0.03,0.0036,-0.0036,0.0,Mass,0.05561,0.00013,-0.00013,0.0,68.56,1.42,-1.39,0.0,758.0,,,0.0,1,G6 V,5466.0,60.0,-60.0,0.0,0.9,0.02,-0.02,0.0,0.99,0.02,-0.02,0.0,0.27,0.06,-0.06,0.0,[Fe/H],4.53,0.03,-0.02,0.0,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991,13.209,0.126,-0.126,11.454,0.019,-0.019,13.1048,0.000275,-0.000275
KOI-7913 b,KOI-7913 A,2,1,Transit,2022,Kepler,0,24.278553,0.000263,-0.000263,0.0,0.1456,,,0.0,2.34,0.18,-0.18,0.0,0.209,0.016,-0.016,0.0,6.08,,,0.0,0.0191,,,0.0,M-R relationship,0.0,,,0.0,8.27,1.81,-2.11,0.0,432.0,,,0.0,0,K6 V,4324.0,70.0,-70.0,0.0,0.79,0.05,-0.05,0.0,0.76,0.03,-0.03,0.0,-0.06,0.09,-0.09,0.0,[Fe/H],4.52,0.04,-0.04,0.0,19h06m59.65s,286.7485252,+45d09m31.40s,45.1587234,271.277,1.248,-1.237,14.23,0.15,-0.15,11.212,,,14.2239,0.002629,-0.002629
Kepler-129 b,Kepler-129,1,3,Transit,2014,Kepler,0,15.79,,,0.0,0.13,,,0.0,2.4,0.04,-0.04,0.0,0.214,0.004,-0.004,0.0,20.0,,,1.0,0.06293,,,1.0,Msini,0.01,0.24,-0.01,0.0,158.31,4.39,-4.27,0.0,910.0,,,0.0,0,G4 V,5770.0,83.0,-83.0,0.0,1.65,0.01,-0.01,0.0,1.18,0.02,-0.03,0.0,0.29,0.1,-0.1,0.0,[Fe/H],4.08,0.01,-0.01,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,4.399,-4.308,11.809,0.022,-0.022,10.252,0.019,-0.019,11.6437,0.000209,-0.000209
Kepler-129 c,Kepler-129,1,3,Transit,2014,Kepler,0,82.2,,,0.0,0.39,,,0.0,2.52,0.07,-0.07,0.0,0.225,0.006,-0.006,0.0,43.0,13.0,-12.0,0.0,0.13529,0.0409,-0.03776,0.0,Mass,0.2,0.15,-0.2,0.0,17.55,0.49,-0.47,0.0,525.0,,,0.0,0,G4 V,5770.0,83.0,-83.0,0.0,1.65,0.01,-0.01,0.0,1.18,0.02,-0.03,0.0,0.29,0.1,-0.1,0.0,[Fe/H],4.08,0.01,-0.01,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,4.399,-4.308,11.809,0.022,-0.022,10.252,0.019,-0.019,11.6437,0.000209,-0.000209
Kepler-1655 b,Kepler-1655,1,1,Transit,2018,Kepler,0,11.8728787,8.5e-06,-8.5e-06,0.0,0.103,0.001,-0.001,0.0,2.213,0.082,-0.082,0.0,0.197,0.007,-0.007,0.0,5.0,3.1,-2.8,0.0,0.01573,0.00975,-0.00881,0.0,Mass,0.0,,,0.0,155.0,7.0,-7.0,0.0,863.0,,,0.0,0,G0 V,6148.0,71.0,-71.0,0.0,1.03,0.02,-0.02,0.0,1.03,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[Fe/H],4.36,0.1,-0.1,0.0,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,213.26,0.991,-0.982,11.045,0.01,-0.01,9.785,0.017,-0.017,11.0141,0.000413,-0.000413
Kepler-1661 b,Kepler-1661,2,1,Transit,2020,Kepler,0,175.06,0.06,-0.06,0.0,0.633,0.005,-0.005,0.0,3.87,0.06,-0.06,0.0,0.345,0.005,-0.005,0.0,17.0,12.0,-12.0,0.0,0.05349,0.03776,-0.03776,0.0,Mass,0.057,0.005,-0.005,0.0,0.88,,,0.0,243.0,,,0.0,0,K,5100.0,100.0,-100.0,0.0,0.76,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0,-0.12,0.1,-0.1,0.0,[M/H],4.66,0.1,-0.1,0.0,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.607,2.8825,-2.8825,14.357,0.092,-0.092,12.162,0.02,-0.02,14.1933,0.000321,-0.000321
Kepler-167 b,Kepler-167,2,4,Transit,2014,Kepler,0,4.3931539,4.8e-06,-4.6e-06,0.0,0.04825,0.0007,-0.0007,0.0,1.718,0.07,-0.07,0.0,0.153,0.006,-0.006,0.0,3.6,,,0.0,0.0113,,,0.0,M-R relationship,0.0,,,0.0,122.5,2.89,-2.83,0.0,918.0,27.0,-27.0,0.0,0,K4,4884.0,69.0,-75.0,0.0,0.75,0.02,-0.02,0.0,0.78,0.03,-0.03,0.0,0.02,0.067,-0.067,0.0,[Fe/H],4.58,0.03,-0.03,0.0,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.284,0.126,-0.126,11.832,0.022,-0.022,14.0004,0.000288,-0.000288
Kepler-167 c,Kepler-167,2,4,Transit,2014,Kepler,0,7.406106,1e-05,-1e-05,0.0,0.0684,0.001,-0.001,0.0,1.674,0.069,-0.069,0.0,0.149,0.006,-0.006,0.0,3.44,,,0.0,0.0108,,,0.0,M-R relationship,0.0,,,0.0,61.18,1.44,-1.41,0.0,771.0,23.0,-23.0,0.0,0,K4,4884.0,69.0,-75.0,0.0,0.75,0.02,-0.02,0.0,0.78,0.03,-0.03,0.0,0.02,0.067,-0.067,0.0,[Fe/H],4.58,0.03,-0.03,0.0,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.284,0.126,-0.126,11.832,0.022,-0.022,14.0004,0.000288,-0.000288
Kepler-21 b,Kepler-21,2,1,Transit,2012,Kepler,0,2.78578,3e-05,-3e-05,0.0,0.042717,0.0,0.0,0.0,1.639,0.019,-0.015,0.0,0.146,0.002,-0.001,0.0,5.08,1.72,-1.72,0.0,0.01598,0.00541,-0.00541,0.0,Mass,0.02,0.1,-0.1,0.0,3021.19,54.67,-53.83,0.0,2025.0,20.0,-20.0,0.0,0,F6 IV,6305.0,50.0,-50.0,0.0,1.9,0.02,-0.01,0.0,1.41,0.02,-0.03,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],4.03,0.0,0.0,0.0,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.522,0.385,-0.382,8.25,0.03,-0.03,6.945,0.018,-0.018,8.12832,0.000459,-0.000459
Kepler-22 b,Kepler-22,1,1,Transit,2011,Kepler,0,289.8623,0.0016,-0.002,0.0,0.849,0.018,-0.017,0.0,2.38,0.13,-0.13,0.0,0.212,0.012,-0.012,0.0,36.0,,,1.0,0.113,,,1.0,Mass,0.0,,,0.0,0.96,0.01,-0.01,0.0,262.0,,,0.0,0,G5 V,5518.0,44.0,-44.0,0.0,0.98,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.29,0.06,-0.06,0.0,[Fe/H],4.44,0.06,-0.06,0.0,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239
Kepler-287 b,Kepler-287,1,2,Transit,2014,Kepler,0,20.342199,8.4e-05,-8.4e-05,0.0,0.145,,,0.0,2.33,1.06,-1.06,0.0,0.208,0.095,-0.095,0.0,6.04,,,0.0,0.019,,,0.0,M-R relationship,0.0,,,0.0,35.75,1.74,-1.65,0.0,667.0,,,0.0,0,K7 V,5806.0,200.0,-200.0,0.0,1.03,0.47,-0.47,0.0,0.97,0.04,-0.05,0.0,0.117,0.034,-0.034,0.0,[M/H],4.4,0.3,-0.3,0.0,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,835.86,15.1005,-15.1005,14.952,0.115,-0.115,13.135,0.034,-0.034,14.7442,0.000345,-0.000345
Kepler-287 c,Kepler-287,1,2,Transit,2014,Kepler,0,44.851896,0.000247,-0.000247,0.0,0.246,,,0.0,3.26,1.49,-1.49,0.0,0.291,0.133,-0.133,0.0,10.7,,,0.0,0.0336,,,0.0,M-R relationship,0.0,,,0.0,12.46,0.6,-0.57,0.0,513.0,,,0.0,0,K7 V,5806.0,200.0,-200.0,0.0,1.03,0.47,-0.47,0.0,0.97,0.04,-0.05,0.0,0.117,0.034,-0.034,0.0,[M/H],4.4,0.3,-0.3,0.0,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,835.86,15.1005,-15.1005,14.952,0.115,-0.115,13.135,0.034,-0.034,14.7442,0.000345,-0.000345
Kepler-411 b,Kepler-411,2,4,Transit,2013,Kepler,0,3.005156,2e-06,-2e-06,0.0,0.0375,0.0008,-0.0008,0.0,2.401,0.053,-0.053,0.0,0.214,0.005,-0.005,0.0,25.6,2.6,-2.6,0.0,0.08055,0.00818,-0.00818,0.0,Mass,0.146,0.005,-0.004,0.0,191.27,51.01,-25.41,0.0,1138.0,17.0,-17.0,0.0,1,K2 V,4974.0,46.0,-51.0,0.0,0.82,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,0.11,0.1,-0.1,0.0,[M/H],4.6,0.01,-0.01,0.0,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,0.455,-0.453,12.448,0.069,-0.069,10.062,0.023,-0.023,12.2327,0.000562,-0.000562
Kepler-411 d,Kepler-411,2,4,Transit,2018,Kepler,0,58.02035,0.00056,-0.00056,0.0,0.279,0.004,-0.004,0.0,3.319,0.104,-0.104,0.0,0.296,0.009,-0.009,0.0,15.2,5.1,-5.1,0.0,0.04782,0.01605,-0.01605,0.0,Mass,0.128,0.003,-0.003,0.0,3.7,0.99,-0.49,0.0,410.0,10.0,-10.0,0.0,1,K2 V,4987.0,93.0,-102.0,0.0,0.82,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,0.11,0.1,-0.1,0.0,[M/H],4.59,0.01,-0.05,0.0,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,0.455,-0.453,12.448,0.069,-0.069,10.062,0.023,-0.023,12.2327,0.000562,-0.000562
Kepler-411 e,Kepler-411,2,4,Transit Timing Variations,2018,Kepler,0,31.509728,8.5e-05,-8.5e-05,0.0,0.186,0.003,-0.003,0.0,3.28,,,0.0,0.293,,,0.0,10.8,1.1,-1.1,0.0,0.03398,0.00346,-0.00346,0.0,Mass,0.016,0.002,-0.001,0.0,,,,,503.0,9.0,-9.0,0.0,0,K2 V,4832.69,31.31,-50.1,0.0,0.82,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,0.11,0.1,-0.1,0.0,[M/H],4.6,0.01,-0.01,0.0,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,0.455,-0.453,12.448,0.069,-0.069,10.062,0.023,-0.023,12.2327,0.000562,-0.000562
Kepler-452 b,Kepler-452,1,1,Transit,2015,Kepler,1,384.843,0.007,-0.012,0.0,1.046,0.019,-0.015,0.0,1.63,0.23,-0.2,0.0,0.145,0.021,-0.018,0.0,3.29,,,0.0,0.0104,,,0.0,M-R relationship,0.0,,,0.0,1.1,0.29,-0.22,0.0,265.0,15.0,-13.0,0.0,0,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.04,0.05,-0.05,0.0,0.21,0.09,-0.09,0.0,[Fe/H],4.32,0.09,-0.09,0.0,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235
Kepler-61 b,Kepler-61,1,1,Transit,2013,Kepler,0,59.87756,0.0002,-0.0002,0.0,0.24861,0.00964,-0.00964,0.0,2.15,0.13,-0.13,0.0,0.192,0.012,-0.012,0.0,5.27,,,0.0,0.0166,,,0.0,M-R relationship,0.25,,,1.0,1.69,0.17,-0.16,0.0,273.0,13.0,-13.0,0.0,0,K7 V,4017.0,68.0,-150.0,0.0,0.62,0.02,-0.05,0.0,0.64,0.04,-0.04,0.0,0.03,0.14,-0.14,0.0,[Fe/H],4.67,0.02,-0.02,0.0,19h41m13.08s,295.3044942,+42d28m31.15s,42.4753193,335.079,5.0,-4.858,15.277,0.069,-0.069,12.272,0.019,-0.019,15.0426,0.001305,-0.001305
Kepler-62 d,Kepler-62,1,5,Transit,2013,Kepler,0,18.16406,2e-05,-2e-05,0.0,0.12,0.001,-0.001,0.0,1.95,0.07,-0.07,0.0,0.174,0.006,-0.006,0.0,14.0,,,1.0,0.044,,,1.0,Mass,0.0,,,0.0,17.21,0.36,-0.36,0.0,510.0,28.0,-28.0,0.0,0,K2 V,4925.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.37,0.04,-0.04,0.0,[Fe/H],4.68,0.04,-0.04,0.0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208
Kepler-62 e,Kepler-62,1,5,Transit,2013,Kepler,0,122.3874,0.0008,-0.0008,0.0,0.427,0.004,-0.004,0.0,1.61,0.05,-0.05,0.0,0.144,0.004,-0.004,0.0,36.0,,,1.0,0.113,,,1.0,Mass,0.0,,,0.0,1.35,0.03,-0.03,0.0,270.0,15.0,-15.0,0.0,0,K2 V,4925.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.37,0.04,-0.04,0.0,[Fe/H],4.68,0.04,-0.04,0.0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208
Kepler-66 b,Kepler-66,1,1,Transit,2013,Kepler,0,17.815815,7.5e-05,-7.5e-05,0.0,0.1352,0.0017,-0.0017,0.0,2.8,0.16,-0.16,0.0,0.25,0.014,-0.014,0.0,8.25,,,0.0,0.0259,,,0.0,M-R relationship,0.0,,,0.0,62.84,4.88,-4.48,0.0,699.0,,,0.0,0,G0 V,5962.0,79.0,-79.0,0.0,0.97,0.04,-0.04,0.0,1.04,0.04,-0.04,0.0,-0.2,0.1,-0.1,0.0,[M/H],4.48,0.02,-0.02,0.0,19h35m55.57s,293.9815378,+46d41m15.82s,46.687728,1202.96,37.295,-37.295,15.29,0.115,-0.115,13.621,0.045,-0.045,15.1474,0.000705,-0.000705
Kepler-67 b,Kepler-67,1,1,Transit,2013,Kepler,0,15.7259,0.00011,-0.00011,0.0,0.1171,0.0015,-0.0015,0.0,2.94,0.16,-0.16,0.0,0.262,0.014,-0.014,0.0,8.96,,,0.0,0.0282,,,0.0,M-R relationship,0.0,,,0.0,34.2,4.84,-4.12,0.0,602.0,,,0.0,0,G9 V,5331.0,63.0,-63.0,0.0,0.78,0.03,-0.03,0.0,0.86,0.03,-0.03,0.0,-0.2,0.1,-0.1,0.0,[M/H],4.59,0.02,-0.02,0.0,19h36m36.80s,294.1533505,+46d09m59.03s,46.1663976,1131.19,70.63,-62.92,16.172,0.172,-0.172,14.155,0.065,-0.065,16.1723,0.000783,-0.000783
Kepler-69 b,Kepler-69,1,2,Transit,2013,Kepler,0,13.722341,3.5e-05,-3.6e-05,0.0,0.094,0.023,-0.016,0.0,2.24,0.44,-0.29,0.0,0.2,0.039,-0.026,0.0,5.65,,,0.0,0.0178,,,0.0,M-R relationship,0.16,0.17,-0.001,0.0,123.52,4.04,-3.9,0.0,779.0,50.0,-51.0,0.0,0,G4 V,5638.0,168.0,-168.0,0.0,0.93,0.18,-0.12,0.0,0.81,0.09,-0.08,0.0,-0.29,0.15,-0.15,0.0,[Fe/H],4.4,0.15,-0.15,0.0,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.866,0.092,-0.092,12.234,0.026,-0.026,13.712,0.000192,-0.000192
Kepler-69 c,Kepler-69,1,2,Transit,2013,Kepler,0,242.4613,0.0059,-0.0064,0.0,0.64,0.15,-0.11,0.0,1.71,0.34,-0.23,0.0,0.153,0.03,-0.021,0.0,3.57,,,0.0,0.0112,,,0.0,M-R relationship,0.14,0.18,-0.1,0.0,2.69,0.09,-0.09,0.0,299.0,19.0,-20.0,0.0,0,G4 V,5638.0,168.0,-168.0,0.0,0.93,0.18,-0.12,0.0,0.81,0.09,-0.08,0.0,-0.29,0.15,-0.15,0.0,[Fe/H],4.4,0.15,-0.15,0.0,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.866,0.092,-0.092,12.234,0.026,-0.026,13.712,0.000192,-0.000192
Kepler-80 b,Kepler-80,1,6,Transit,2012,Kepler,0,7.05246,0.0002,-0.00022,0.0,0.0648,0.0009,-0.0009,0.0,2.67,0.1,-0.1,0.0,0.238,0.009,-0.009,0.0,6.93,1.05,-0.7,0.0,0.0218,0.0033,-0.0022,0.0,Mass,0.0,,,0.0,54.38,1.34,-1.3,0.0,547.0,,,0.0,1,K5,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,[Fe/H],4.64,0.01,-0.01,0.0,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
Kepler-80 c,Kepler-80,1,6,Transit,2012,Kepler,0,9.52355,0.00041,-0.00029,0.0,0.0792,0.0011,-0.0011,0.0,2.74,0.12,-0.1,0.0,0.244,0.011,-0.009,0.0,6.74,1.23,-0.86,0.0,0.02121,0.00387,-0.00271,0.0,Mass,0.0,,,0.0,36.48,0.9,-0.88,0.0,495.0,,,0.0,1,K5,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,[Fe/H],4.64,0.01,-0.01,0.0,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
Kepler-80 e,Kepler-80,1,6,Transit,2014,Kepler,0,4.64489,0.0002,-0.00019,0.0,0.0491,0.0007,-0.0007,0.0,1.6,0.08,-0.07,0.0,0.143,0.007,-0.006,0.0,4.13,0.81,-0.95,0.0,0.01299,0.00255,-0.00299,0.0,Mass,0.0,,,0.0,94.78,2.33,-2.27,0.0,629.0,,,0.0,1,K5,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,[Fe/H],4.64,0.01,-0.01,0.0,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,OGLE,0,,,,,3.5,0.3,-0.3,0.0,3.84,,,0.0,0.343,,,0.0,14.1,0.9,-0.9,0.0,0.0444,0.003,-0.003,0.0,Mass,,,,,,,,,,,,,0,K5,,,,,,,,,0.69,0.02,-0.02,0.0,,,,,,,,,,18h06m05.32s,271.522167,-30d43m57.5s,-30.7326389,4100.0,400.0,-400.0,22.783,0.067,-0.067,,,,,,
TOI-1062 b,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,4.11296,0.0015,-0.0015,0.0,0.052,0.024,-0.025,0.0,2.265,0.096,-0.091,0.0,0.202,0.009,-0.008,0.0,10.15,0.81,-0.84,0.0,0.03194,0.00255,-0.00264,0.0,Mass,0.177,0.067,-0.064,0.0,232.0,11.0,-10.0,0.0,1077.0,10.0,-9.0,0.0,0,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374
TOI-1062 c,TOI-1062,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),0,7.972,0.018,-0.024,0.0,0.08,0.013,-0.012,0.0,3.1,,,0.0,0.276,,,0.0,9.78,1.26,-1.18,0.0,0.03077,0.00396,-0.00371,0.0,Msini,0.14,0.073,-0.069,0.0,95.0,5.0,-4.0,0.0,859.0,9.0,-8.0,0.0,0,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374
TOI-1075 b,TOI-1075,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.6047328,3.2e-06,-3.2e-06,0.0,0.01159,0.00023,-0.0002,0.0,1.791,0.116,-0.081,0.0,0.16,0.01,-0.007,0.0,9.95,1.36,-1.3,0.0,0.03131,0.00428,-0.00409,0.0,Mass,0.0,,,0.0,509.2,18.7,-20.4,0.0,1323.0,44.0,-44.0,0.0,0,K9 V/M0 V,3875.0,75.0,-75.0,0.0,0.58,0.02,-0.02,0.0,0.6,0.03,-0.03,0.0,-0.08,0.09,-0.09,0.0,[Fe/H],4.69,0.03,-0.03,0.0,20h39m53.09s,309.9712091,-65d26m58.92s,-65.4496994,61.4592,0.09435,-0.09435,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232
TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,4.066499,4.6e-05,-4.5e-05,0.0,0.04394,0.00035,-0.00038,0.0,3.65,0.1,-0.1,0.0,0.326,0.009,-0.009,0.0,12.9,,,0.0,0.0407,,,0.0,M-R relationship,0.22,0.11,-0.11,0.0,48.04,,,0.0,810.0,15.0,-15.0,0.0,0,K7,4250.0,67.0,-67.0,0.0,0.69,0.02,-0.02,0.0,0.68,0.02,-0.02,0.0,0.2,,,-1.0,[Fe/H],4.6,0.02,-0.02,0.0,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774
TOI-1246 b,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.30744,2e-05,-2e-05,0.0,0.049,0.002,-0.002,0.0,3.01,0.06,-0.06,0.0,0.269,0.005,-0.005,0.0,8.1,1.1,-1.1,0.0,0.02549,0.00346,-0.00346,0.0,Mass,,,,,196.0,,,0.0,955.0,,,0.0,0,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-1246 c,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.904144,8.3e-05,-8.3e-05,0.0,0.061,0.002,-0.002,0.0,2.51,0.08,-0.08,0.0,0.224,0.007,-0.007,0.0,8.8,1.2,-1.2,0.0,0.02769,0.00378,-0.00378,0.0,Mass,,,,,129.0,,,0.0,860.0,,,0.0,0,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-1246 d,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,18.6559,0.00048,-0.00048,0.0,0.131,0.004,-0.004,0.0,3.51,0.09,-0.09,0.0,0.313,0.008,-0.008,0.0,5.3,1.7,-1.7,0.0,0.01668,0.00535,-0.00535,0.0,Mass,,,,,28.0,,,0.0,586.0,,,0.0,1,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-1246 e,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,37.9216,0.001,-0.001,0.0,0.211,0.007,-0.007,0.0,3.78,0.16,-0.16,0.0,0.337,0.014,-0.014,0.0,14.8,2.3,-2.3,0.0,0.04657,0.00724,-0.00724,0.0,Mass,,,,,11.0,,,0.0,462.0,,,0.0,1,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,4.65382,0.00033,-0.00031,0.0,0.05186,0.00086,-0.00077,0.0,2.726,0.075,-0.075,0.0,0.243,0.007,-0.007,0.0,9.5,0.88,-0.88,0.0,0.02989,0.00277,-0.00277,0.0,Mass,0.194,0.041,-0.036,0.0,185.0,9.0,-9.0,0.0,1037.0,11.0,-11.0,0.0,0,K0 V,5320.0,39.0,-39.0,0.0,0.85,0.01,-0.01,0.0,0.86,0.04,-0.04,0.0,-0.02,0.03,-0.03,0.0,[Fe/H],4.52,0.02,-0.02,0.0,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411
